@RELATION MNIST_038_database

@ATTRIBUTE mean NUMERIC
@ATTRIBUTE var NUMERIC
@ATTRIBUTE proy_0-3 NUMERIC
@ATTRIBUTE proy_8-3 NUMERIC
@ATTRIBUTE proy_0-8 NUMERIC
@ATTRIBUTE class {cero,tres,ocho}

@DATA
0.106,0.075,-9.145,2.430,-11.575,ocho
0.127,0.091,1.265,11.500,-10.235,ocho
0.122,0.086,1.343,9.901,-8.559,ocho
0.126,0.088,4.427,13.753,-9.327,ocho
0.153,0.110,-9.600,2.681,-12.281,ocho
0.112,0.079,-3.131,3.778,-6.910,ocho
0.120,0.083,3.233,10.180,-6.946,ocho
0.122,0.085,4.850,10.741,-5.891,ocho
0.117,0.076,-5.912,0.411,-6.323,ocho
0.182,0.126,-5.537,10.963,-16.500,ocho
0.097,0.067,-3.270,7.335,-10.605,ocho
0.130,0.093,-6.132,3.174,-9.305,ocho
0.214,0.144,1.993,5.015,-3.023,ocho
0.176,0.122,0.729,12.437,-11.707,ocho
0.144,0.104,-4.628,12.298,-16.926,ocho
0.155,0.114,-3.465,11.227,-14.693,ocho
0.151,0.109,-3.731,9.405,-13.136,ocho
0.178,0.132,-1.065,12.455,-13.521,ocho
0.098,0.071,-8.610,3.726,-12.336,ocho
0.099,0.066,-0.289,11.528,-11.817,ocho
0.129,0.091,-6.813,3.951,-10.763,ocho
0.134,0.101,-6.290,9.578,-15.868,ocho
0.167,0.119,-2.248,14.336,-16.584,ocho
0.195,0.136,-3.634,12.374,-16.007,ocho
0.078,0.056,-4.550,2.588,-7.138,ocho
0.168,0.120,-3.431,8.537,-11.968,ocho
0.163,0.122,-8.265,7.641,-15.906,ocho
0.169,0.120,0.120,15.574,-15.455,ocho
0.209,0.145,7.519,17.936,-10.417,ocho
0.189,0.133,-9.648,5.263,-14.911,ocho
0.203,0.137,-2.613,-2.693,0.080,ocho
0.191,0.134,1.809,15.796,-13.987,ocho
0.261,0.170,6.278,2.990,3.288,ocho
0.226,0.152,-0.751,6.577,-7.327,ocho
0.142,0.102,-4.892,3.994,-8.886,ocho
0.198,0.134,0.635,14.840,-14.205,ocho
0.244,0.157,13.039,7.436,5.603,ocho
0.204,0.137,1.114,8.568,-7.454,ocho
0.207,0.138,11.661,6.561,5.100,ocho
0.214,0.143,14.282,4.878,9.404,ocho
0.209,0.135,7.950,3.040,4.911,ocho
0.202,0.142,4.542,8.972,-4.430,ocho
0.153,0.101,5.433,3.946,1.487,ocho
0.144,0.102,-4.178,6.624,-10.802,ocho
0.146,0.094,15.222,14.127,1.095,ocho
0.117,0.085,-7.488,6.461,-13.949,ocho
0.179,0.121,2.604,8.423,-5.820,ocho
0.186,0.128,-5.391,5.491,-10.882,ocho
0.120,0.085,-9.542,-1.932,-7.610,ocho
0.183,0.123,11.614,14.621,-3.007,ocho
0.188,0.121,16.333,8.094,8.239,ocho
0.154,0.109,3.105,6.131,-3.026,ocho
0.209,0.133,13.357,4.071,9.286,ocho
0.183,0.125,16.199,14.377,1.822,ocho
0.170,0.117,2.257,12.121,-9.864,ocho
0.144,0.099,4.685,10.811,-6.126,ocho
0.110,0.077,-6.072,2.564,-8.635,ocho
0.099,0.069,0.841,11.156,-10.315,ocho
0.168,0.117,3.917,10.865,-6.949,ocho
0.172,0.116,1.995,6.205,-4.210,ocho
0.187,0.126,8.808,8.309,0.499,ocho
0.118,0.090,-4.004,6.622,-10.627,ocho
0.251,0.170,16.408,18.665,-2.256,ocho
0.095,0.070,-4.209,1.284,-5.493,ocho
0.157,0.108,3.395,11.082,-7.687,ocho
0.126,0.091,-7.585,6.293,-13.878,ocho
0.162,0.110,3.014,7.361,-4.347,ocho
0.086,0.056,-5.381,0.716,-6.097,ocho
0.173,0.120,4.714,13.621,-8.907,ocho
0.083,0.055,-7.485,1.585,-9.070,ocho
0.183,0.131,9.355,17.039,-7.684,ocho
0.168,0.116,7.715,16.159,-8.443,ocho
0.142,0.099,-4.425,0.687,-5.112,ocho
0.207,0.139,1.988,-0.422,2.411,ocho
0.188,0.127,10.934,1.470,9.464,ocho
0.159,0.110,9.815,15.040,-5.225,ocho
0.187,0.131,-2.503,9.922,-12.425,ocho
0.111,0.080,-3.225,11.274,-14.499,ocho
0.185,0.130,-0.171,10.866,-11.037,ocho
0.178,0.124,6.616,14.681,-8.065,ocho
0.121,0.085,5.784,15.158,-9.374,ocho
0.165,0.117,6.982,17.511,-10.529,ocho
0.196,0.137,-9.144,3.878,-13.022,ocho
0.173,0.119,-0.483,9.514,-9.998,ocho
0.166,0.114,6.642,12.411,-5.769,ocho
0.170,0.118,1.820,14.657,-12.837,ocho
0.125,0.091,-6.271,4.088,-10.359,ocho
0.189,0.130,1.192,13.261,-12.069,ocho
0.169,0.120,-5.918,1.317,-7.235,ocho
0.171,0.119,2.812,16.188,-13.376,ocho
0.090,0.059,-4.151,3.474,-7.625,ocho
0.184,0.127,5.431,16.455,-11.024,ocho
0.111,0.082,-3.302,10.090,-13.392,ocho
0.194,0.127,3.063,4.113,-1.050,ocho
0.108,0.078,-5.931,0.044,-5.976,ocho
0.197,0.138,6.215,20.230,-14.015,ocho
0.089,0.060,-6.756,2.608,-9.364,ocho
0.140,0.095,-0.964,9.124,-10.088,ocho
0.202,0.143,5.997,19.545,-13.548,ocho
0.148,0.107,-2.830,6.273,-9.103,ocho
0.235,0.157,20.757,16.966,3.791,ocho
0.168,0.114,-3.595,5.287,-8.881,ocho
0.185,0.124,4.721,-3.187,7.909,ocho
0.167,0.119,3.094,16.256,-13.162,ocho
0.185,0.131,10.853,20.201,-9.348,ocho
0.179,0.124,6.882,15.701,-8.819,ocho
0.164,0.119,3.508,17.524,-14.016,ocho
0.175,0.116,-2.575,3.336,-5.911,ocho
0.119,0.087,-0.076,12.208,-12.284,ocho
0.196,0.133,1.784,10.317,-8.533,ocho
0.143,0.099,-7.196,6.170,-13.366,ocho
0.186,0.127,6.371,5.745,0.626,ocho
0.170,0.120,0.937,6.633,-5.696,ocho
0.141,0.099,-3.854,-4.572,0.717,ocho
0.178,0.127,6.556,14.999,-8.443,ocho
0.132,0.093,2.631,12.530,-9.898,ocho
0.147,0.103,6.541,11.589,-5.048,ocho
0.149,0.109,-1.366,12.259,-13.625,ocho
0.164,0.118,7.476,11.400,-3.924,ocho
0.178,0.122,2.237,10.576,-8.339,ocho
0.087,0.059,-8.319,3.912,-12.231,ocho
0.211,0.150,7.725,10.420,-2.695,ocho
0.214,0.144,16.158,17.947,-1.789,ocho
0.162,0.115,-4.093,11.221,-15.314,ocho
0.110,0.078,-5.661,1.449,-7.110,ocho
0.165,0.115,2.949,14.580,-11.632,ocho
0.145,0.103,-4.267,6.562,-10.829,ocho
0.190,0.132,4.653,11.318,-6.665,ocho
0.144,0.105,0.785,13.759,-12.974,ocho
0.135,0.097,7.295,16.587,-9.292,ocho
0.164,0.117,6.618,17.797,-11.179,ocho
0.151,0.108,1.729,14.147,-12.418,ocho
0.145,0.105,0.053,14.307,-14.254,ocho
0.187,0.129,3.932,17.468,-13.536,ocho
0.154,0.111,-1.985,11.279,-13.264,ocho
0.153,0.108,4.613,10.410,-5.797,ocho
0.182,0.132,4.862,17.719,-12.857,ocho
0.191,0.132,8.375,18.463,-10.088,ocho
0.183,0.128,9.780,19.154,-9.374,ocho
0.130,0.092,-6.481,0.044,-6.525,ocho
0.144,0.112,-4.043,8.399,-12.442,ocho
0.150,0.101,-7.634,-0.085,-7.550,ocho
0.179,0.123,7.053,17.062,-10.009,ocho
0.173,0.120,-2.635,11.542,-14.177,ocho
0.340,0.208,6.408,2.405,4.003,ocho
0.223,0.156,-1.454,13.830,-15.284,ocho
0.206,0.145,1.077,15.210,-14.133,ocho
0.120,0.086,-3.904,8.296,-12.200,ocho
0.260,0.175,-0.107,9.396,-9.503,ocho
0.118,0.082,-7.651,0.170,-7.821,ocho
0.151,0.104,-0.547,10.417,-10.963,ocho
0.216,0.149,-2.092,11.576,-13.668,ocho
0.220,0.148,6.631,-0.815,7.446,ocho
0.146,0.103,-5.116,8.982,-14.098,ocho
0.222,0.155,6.156,18.882,-12.726,ocho
0.227,0.158,1.391,12.280,-10.889,ocho
0.219,0.149,-0.084,11.754,-11.838,ocho
0.149,0.105,1.232,16.517,-15.285,ocho
0.189,0.130,-6.942,-2.327,-4.615,ocho
0.193,0.138,-1.257,11.290,-12.547,ocho
0.196,0.136,-1.596,13.522,-15.118,ocho
0.211,0.146,-6.499,4.748,-11.247,ocho
0.180,0.127,-8.631,5.979,-14.610,ocho
0.112,0.077,-6.480,1.143,-7.623,ocho
0.186,0.132,-0.495,12.852,-13.346,ocho
0.204,0.140,5.794,17.822,-12.029,ocho
0.179,0.124,-1.337,9.561,-10.898,ocho
0.208,0.142,4.453,16.797,-12.344,ocho
0.150,0.103,-7.349,5.192,-12.541,ocho
0.142,0.100,-4.727,2.326,-7.053,ocho
0.190,0.135,2.441,16.458,-14.016,ocho
0.192,0.134,2.676,17.217,-14.542,ocho
0.185,0.130,1.181,15.389,-14.208,ocho
0.141,0.101,-1.428,8.083,-9.511,ocho
0.142,0.103,-2.899,7.706,-10.606,ocho
0.167,0.118,-4.211,4.495,-8.707,ocho
0.130,0.091,-0.350,9.709,-10.059,ocho
0.177,0.125,1.420,16.755,-15.335,ocho
0.191,0.134,0.626,14.133,-13.507,ocho
0.153,0.102,-0.873,0.426,-1.299,ocho
0.225,0.147,-3.450,2.552,-6.002,ocho
0.221,0.153,7.906,20.156,-12.250,ocho
0.159,0.115,-4.754,9.292,-14.046,ocho
0.109,0.078,-7.020,3.800,-10.821,ocho
0.176,0.126,-0.747,13.438,-14.184,ocho
0.162,0.117,-4.448,12.753,-17.201,ocho
0.157,0.110,8.525,16.619,-8.094,ocho
0.184,0.130,-2.276,5.575,-7.851,ocho
0.152,0.107,-0.623,15.109,-15.732,ocho
0.142,0.100,0.275,11.723,-11.448,ocho
0.122,0.085,3.904,10.694,-6.789,ocho
0.068,0.040,-1.009,4.238,-5.248,ocho
0.163,0.111,9.218,17.989,-8.771,ocho
0.131,0.095,-0.395,15.640,-16.035,ocho
0.164,0.121,-0.774,12.258,-13.032,ocho
0.155,0.109,-7.144,3.471,-10.615,ocho
0.155,0.109,3.149,16.489,-13.340,ocho
0.147,0.105,1.996,12.832,-10.836,ocho
0.105,0.075,-6.089,3.514,-9.603,ocho
0.134,0.096,-6.502,7.083,-13.585,ocho
0.118,0.084,0.869,12.165,-11.296,ocho
0.151,0.106,1.122,13.457,-12.335,ocho
0.226,0.149,-3.054,5.003,-8.057,ocho
0.145,0.104,-0.074,2.928,-3.002,ocho
0.102,0.074,0.041,11.722,-11.681,ocho
0.183,0.119,5.775,-2.792,8.567,ocho
0.111,0.078,-4.004,4.846,-8.850,ocho
0.191,0.129,16.391,12.946,3.445,ocho
0.127,0.089,0.840,12.779,-11.940,ocho
0.129,0.090,-6.599,5.666,-12.265,ocho
0.107,0.077,-4.775,7.390,-12.165,ocho
0.129,0.091,-5.402,4.490,-9.891,ocho
0.109,0.077,-4.234,9.187,-13.421,ocho
0.103,0.074,-5.166,6.822,-11.988,ocho
0.136,0.093,-5.243,5.405,-10.649,ocho
0.098,0.068,-3.483,8.224,-11.707,ocho
0.176,0.122,2.200,13.885,-11.685,ocho
0.164,0.110,9.354,7.942,1.412,ocho
0.183,0.129,-1.953,10.450,-12.403,ocho
0.152,0.108,1.629,14.091,-12.461,ocho
0.172,0.117,-4.593,2.199,-6.792,ocho
0.086,0.059,0.676,5.548,-4.872,ocho
0.102,0.071,-2.323,9.197,-11.520,ocho
0.107,0.074,-1.075,8.317,-9.391,ocho
0.121,0.089,-6.492,9.008,-15.500,ocho
0.090,0.065,-6.423,6.181,-12.605,ocho
0.134,0.092,18.349,10.441,7.908,ocho
0.211,0.147,4.712,9.299,-4.587,ocho
0.095,0.069,-3.719,5.505,-9.224,ocho
0.089,0.061,-3.839,7.861,-11.699,ocho
0.236,0.157,5.913,13.025,-7.111,ocho
0.229,0.155,5.754,16.879,-11.125,ocho
0.093,0.060,0.370,6.697,-6.327,ocho
0.190,0.132,2.011,10.173,-8.162,ocho
0.185,0.128,21.723,17.277,4.446,ocho
0.132,0.096,-1.159,13.004,-14.163,ocho
0.116,0.085,-2.509,8.521,-11.029,ocho
0.155,0.107,-0.292,4.281,-4.573,ocho
0.164,0.115,-2.601,-1.857,-0.744,ocho
0.133,0.091,4.987,0.638,4.349,ocho
0.201,0.135,16.433,17.146,-0.713,ocho
0.161,0.113,4.014,9.394,-5.381,ocho
0.203,0.139,10.284,20.980,-10.696,ocho
0.117,0.082,-4.854,0.077,-4.931,ocho
0.082,0.056,-6.970,-1.512,-5.457,ocho
0.175,0.123,-6.330,8.497,-14.827,ocho
0.115,0.084,-8.759,1.428,-10.187,ocho
0.181,0.124,9.846,15.191,-5.345,ocho
0.124,0.089,-11.146,5.685,-16.831,ocho
0.178,0.124,0.057,8.906,-8.849,ocho
0.118,0.085,-4.025,10.738,-14.762,ocho
0.137,0.090,0.259,6.024,-5.765,ocho
0.128,0.092,0.914,10.619,-9.705,ocho
0.118,0.084,-5.190,8.935,-14.125,ocho
0.177,0.119,-5.999,0.468,-6.467,ocho
0.127,0.095,-1.853,11.934,-13.787,ocho
0.113,0.080,-3.104,11.560,-14.664,ocho
0.123,0.085,-0.239,13.021,-13.259,ocho
0.115,0.082,-3.445,7.741,-11.187,ocho
0.105,0.075,-7.701,4.192,-11.893,ocho
0.141,0.097,0.355,-3.893,4.248,ocho
0.118,0.084,-2.031,12.555,-14.585,ocho
0.110,0.074,-0.076,3.984,-4.061,ocho
0.112,0.080,-3.088,6.877,-9.965,ocho
0.189,0.124,15.675,2.628,13.047,ocho
0.122,0.087,-9.928,-2.736,-7.192,ocho
0.157,0.107,1.383,7.536,-6.152,ocho
0.237,0.159,-5.177,2.235,-7.412,ocho
0.099,0.069,-1.453,10.230,-11.683,ocho
0.114,0.077,7.756,9.056,-1.300,ocho
0.153,0.103,-4.436,1.347,-5.784,ocho
0.120,0.084,-3.896,6.896,-10.792,ocho
0.098,0.064,6.517,11.431,-4.914,ocho
0.154,0.109,7.522,10.987,-3.466,ocho
0.107,0.076,-0.210,11.618,-11.828,ocho
0.211,0.147,9.936,16.955,-7.019,ocho
0.095,0.064,-0.274,9.718,-9.993,ocho
0.105,0.081,-7.207,2.555,-9.762,ocho
0.185,0.127,-2.198,8.376,-10.574,ocho
0.072,0.045,-7.174,2.702,-9.876,ocho
0.215,0.143,4.264,14.467,-10.203,ocho
0.086,0.058,-5.843,6.062,-11.904,ocho
0.166,0.118,-0.282,13.028,-13.310,ocho
0.074,0.049,-1.513,7.524,-9.036,ocho
0.185,0.130,-6.352,8.353,-14.705,ocho
0.129,0.093,-0.530,11.012,-11.543,ocho
0.132,0.091,-0.224,11.598,-11.823,ocho
0.120,0.083,-2.525,10.227,-12.752,ocho
0.185,0.130,0.135,7.191,-7.056,ocho
0.120,0.082,-2.307,8.267,-10.574,ocho
0.133,0.094,0.679,8.438,-7.759,ocho
0.125,0.082,-2.565,-0.868,-1.698,ocho
0.133,0.092,-3.100,9.775,-12.875,ocho
0.125,0.088,-0.733,11.215,-11.948,ocho
0.150,0.103,1.419,11.276,-9.857,ocho
0.139,0.096,2.136,8.705,-6.568,ocho
0.096,0.064,-5.590,3.504,-9.094,ocho
0.127,0.086,0.072,-3.042,3.114,ocho
0.117,0.077,-4.136,3.075,-7.211,ocho
0.162,0.117,-11.693,0.632,-12.325,ocho
0.123,0.087,3.057,13.453,-10.397,ocho
0.134,0.094,1.883,13.230,-11.347,ocho
0.117,0.080,-6.572,-0.030,-6.542,ocho
0.189,0.127,-4.836,3.597,-8.433,ocho
0.186,0.125,3.122,7.535,-4.413,ocho
0.123,0.086,0.751,13.366,-12.616,ocho
0.159,0.114,-6.365,4.083,-10.447,ocho
0.115,0.077,3.094,5.255,-2.161,ocho
0.124,0.096,-1.553,12.079,-13.632,ocho
0.125,0.089,-1.484,10.747,-12.230,ocho
0.118,0.083,1.330,11.225,-9.894,ocho
0.102,0.073,-1.981,7.025,-9.006,ocho
0.121,0.087,-1.605,9.398,-11.003,ocho
0.107,0.078,-0.692,11.620,-12.312,ocho
0.167,0.117,5.912,16.712,-10.801,ocho
0.135,0.097,-3.074,11.664,-14.738,ocho
0.172,0.117,4.132,-0.234,4.365,ocho
0.154,0.109,-0.350,7.950,-8.300,ocho
0.117,0.079,-0.534,3.896,-4.431,ocho
0.126,0.092,-4.547,9.789,-14.336,ocho
0.137,0.095,-2.644,8.452,-11.096,ocho
0.131,0.091,3.630,7.103,-3.473,ocho
0.136,0.096,-3.118,7.411,-10.529,ocho
0.173,0.117,4.513,4.735,-0.223,ocho
0.129,0.092,-0.057,9.459,-9.516,ocho
0.124,0.087,-0.559,8.153,-8.712,ocho
0.148,0.100,4.391,1.613,2.778,ocho
0.146,0.105,11.112,12.198,-1.086,ocho
0.122,0.085,10.264,15.126,-4.862,ocho
0.132,0.094,-4.872,10.482,-15.353,ocho
0.172,0.119,-1.929,2.770,-4.698,ocho
0.183,0.122,-3.901,3.759,-7.661,ocho
0.132,0.091,2.207,11.971,-9.763,ocho
0.090,0.064,-4.197,8.007,-12.203,ocho
0.133,0.100,-3.356,9.157,-12.513,ocho
0.202,0.137,25.059,10.477,14.583,ocho
0.119,0.081,-7.351,-2.382,-4.969,ocho
0.234,0.156,17.063,19.308,-2.245,ocho
0.179,0.127,1.885,15.597,-13.712,ocho
0.153,0.109,26.014,15.166,10.848,ocho
0.109,0.075,-6.510,5.338,-11.848,ocho
0.173,0.124,16.740,18.642,-1.902,ocho
0.161,0.116,-0.563,15.015,-15.578,ocho
0.202,0.137,24.051,14.607,9.444,ocho
0.134,0.090,-8.769,-1.056,-7.714,ocho
0.170,0.123,2.897,13.981,-11.084,ocho
0.143,0.102,-7.197,7.691,-14.888,ocho
0.245,0.162,25.417,15.294,10.123,ocho
0.125,0.088,11.907,9.529,2.378,ocho
0.160,0.115,-8.426,9.597,-18.023,ocho
0.156,0.113,18.459,13.706,4.752,ocho
0.164,0.119,14.058,13.014,1.044,ocho
0.165,0.119,14.263,15.080,-0.817,ocho
0.140,0.098,20.757,12.760,7.997,ocho
0.166,0.114,16.623,12.447,4.176,ocho
0.185,0.127,15.821,15.726,0.095,ocho
0.113,0.081,-2.628,7.593,-10.221,ocho
0.151,0.109,-2.112,-3.809,1.697,ocho
0.107,0.077,-2.209,7.004,-9.213,ocho
0.154,0.105,-1.392,6.988,-8.379,ocho
0.134,0.093,-0.903,4.989,-5.892,ocho
0.118,0.083,-0.723,7.604,-8.328,ocho
0.149,0.107,-8.063,-0.345,-7.718,ocho
0.117,0.083,-2.802,8.022,-10.824,ocho
0.112,0.078,0.965,11.494,-10.529,ocho
0.114,0.079,3.159,7.758,-4.599,ocho
0.100,0.072,-3.432,7.653,-11.085,ocho
0.125,0.091,-8.086,1.630,-9.715,ocho
0.114,0.081,-3.908,3.409,-7.316,ocho
0.134,0.093,4.061,8.846,-4.786,ocho
0.194,0.130,6.418,-0.762,7.180,ocho
0.097,0.068,-7.235,6.069,-13.303,ocho
0.159,0.115,4.625,15.306,-10.681,ocho
0.202,0.135,6.699,11.970,-5.271,ocho
0.181,0.129,7.225,11.423,-4.198,ocho
0.102,0.070,8.347,8.878,-0.532,ocho
0.144,0.105,-3.356,12.146,-15.502,ocho
0.144,0.097,13.146,15.311,-2.165,ocho
0.169,0.117,9.826,15.013,-5.187,ocho
0.159,0.112,6.126,17.782,-11.656,ocho
0.094,0.061,-8.083,0.933,-9.016,ocho
0.132,0.092,5.698,10.412,-4.714,ocho
0.124,0.086,-7.845,3.054,-10.899,ocho
0.181,0.133,3.795,16.580,-12.785,ocho
0.173,0.120,6.695,14.145,-7.450,ocho
0.113,0.083,-3.320,7.176,-10.497,ocho
0.174,0.124,-3.262,11.388,-14.650,ocho
0.130,0.092,-9.528,0.658,-10.186,ocho
0.153,0.102,4.505,12.212,-7.707,ocho
0.199,0.139,1.441,14.438,-12.998,ocho
0.163,0.116,1.224,15.331,-14.107,ocho
0.158,0.113,-1.767,13.938,-15.705,ocho
0.151,0.109,-2.526,7.370,-9.896,ocho
0.148,0.107,4.445,10.342,-5.897,ocho
0.228,0.160,4.684,13.780,-9.095,ocho
0.123,0.085,1.321,10.094,-8.773,ocho
0.202,0.144,4.060,14.065,-10.005,ocho
0.185,0.130,9.108,18.653,-9.545,ocho
0.200,0.142,-4.631,12.412,-17.043,ocho
0.208,0.155,-7.568,2.927,-10.495,ocho
0.162,0.115,-4.369,-5.193,0.823,ocho
0.108,0.070,-4.188,2.781,-6.970,ocho
0.189,0.133,2.231,11.340,-9.109,ocho
0.100,0.070,-1.545,7.364,-8.909,ocho
0.178,0.119,8.525,0.245,8.280,ocho
0.151,0.110,-7.462,9.085,-16.547,ocho
0.143,0.101,-0.552,12.073,-12.626,ocho
0.213,0.152,5.681,9.335,-3.654,ocho
0.220,0.153,7.880,12.133,-4.253,ocho
0.187,0.136,-0.812,11.219,-12.031,ocho
0.182,0.130,9.036,13.104,-4.068,ocho
0.176,0.122,1.844,15.603,-13.759,ocho
0.259,0.172,7.674,7.958,-0.285,ocho
0.195,0.133,1.156,11.131,-9.975,ocho
0.185,0.120,14.865,3.807,11.058,ocho
0.132,0.097,-8.836,3.289,-12.125,ocho
0.123,0.085,3.229,5.225,-1.997,ocho
0.179,0.129,3.871,16.762,-12.891,ocho
0.111,0.084,8.360,13.011,-4.651,ocho
0.125,0.090,10.285,10.374,-0.088,ocho
0.105,0.075,-3.621,10.037,-13.658,ocho
0.119,0.086,-2.463,7.246,-9.709,ocho
0.133,0.097,-10.019,2.297,-12.316,ocho
0.209,0.144,4.470,14.674,-10.204,ocho
0.117,0.084,0.832,10.575,-9.743,ocho
0.109,0.081,-0.262,9.140,-9.402,ocho
0.079,0.056,-0.022,7.160,-7.182,ocho
0.205,0.143,5.940,15.715,-9.776,ocho
0.156,0.109,-0.656,-4.622,3.967,ocho
0.188,0.126,11.566,15.162,-3.595,ocho
0.124,0.092,-0.297,13.304,-13.601,ocho
0.140,0.103,3.591,13.096,-9.505,ocho
0.093,0.068,0.983,9.727,-8.744,ocho
0.118,0.087,4.946,9.260,-4.314,ocho
0.141,0.102,-12.587,-2.905,-9.683,ocho
0.133,0.094,1.755,14.336,-12.582,ocho
0.112,0.079,-4.500,0.513,-5.013,ocho
0.126,0.092,0.936,9.427,-8.491,ocho
0.180,0.124,10.112,16.703,-6.591,ocho
0.138,0.097,2.207,11.267,-9.060,ocho
0.132,0.093,2.075,12.354,-10.278,ocho
0.112,0.081,-4.466,8.985,-13.451,ocho
0.131,0.092,6.235,8.951,-2.715,ocho
0.168,0.113,-5.361,7.283,-12.644,ocho
0.107,0.077,-3.724,10.493,-14.217,ocho
0.094,0.061,-6.172,3.735,-9.907,ocho
0.125,0.090,-7.825,8.555,-16.380,ocho
0.119,0.087,-0.694,10.030,-10.724,ocho
0.162,0.116,-9.817,7.916,-17.733,ocho
0.132,0.094,-1.715,11.891,-13.606,ocho
0.182,0.126,-0.517,7.286,-7.803,ocho
0.123,0.090,-3.651,11.840,-15.491,ocho
0.132,0.096,-3.037,11.726,-14.763,ocho
0.126,0.088,8.510,15.194,-6.684,ocho
0.119,0.081,3.595,13.500,-9.906,ocho
0.091,0.058,-1.732,7.455,-9.187,ocho
0.158,0.101,5.713,7.537,-1.825,ocho
0.242,0.162,17.211,20.023,-2.813,ocho
0.112,0.080,-2.346,11.454,-13.800,ocho
0.059,0.040,-1.970,3.983,-5.953,ocho
0.115,0.077,4.858,13.828,-8.970,ocho
0.102,0.068,-6.922,-0.073,-6.849,ocho
0.098,0.071,-2.924,8.672,-11.596,ocho
0.118,0.076,-1.253,5.265,-6.518,ocho
0.100,0.070,-1.329,8.650,-9.979,ocho
0.107,0.078,-3.808,5.734,-9.542,ocho
0.096,0.064,13.357,7.110,6.248,ocho
0.118,0.084,-6.859,7.220,-14.079,ocho
0.082,0.057,-5.803,7.055,-12.859,ocho
0.168,0.114,-1.569,7.450,-9.019,ocho
0.078,0.054,-4.844,8.062,-12.906,ocho
0.155,0.111,5.849,15.780,-9.932,ocho
0.125,0.092,-6.308,8.347,-14.654,ocho
0.104,0.073,-3.002,10.354,-13.356,ocho
0.186,0.127,3.406,12.889,-9.483,ocho
0.156,0.113,-4.266,10.659,-14.925,ocho
0.133,0.094,-3.388,9.076,-12.464,ocho
0.137,0.098,-9.273,3.152,-12.425,ocho
0.150,0.106,-1.087,13.991,-15.078,ocho
0.149,0.103,-9.679,0.033,-9.712,ocho
0.173,0.122,4.181,5.188,-1.007,ocho
0.163,0.107,-5.021,1.208,-6.229,ocho
0.157,0.107,-3.065,2.300,-5.365,ocho
0.132,0.093,8.032,14.736,-6.704,ocho
0.186,0.124,5.209,13.619,-8.410,ocho
0.132,0.093,1.194,4.457,-3.262,ocho
0.137,0.095,11.021,15.900,-4.878,ocho
0.134,0.094,6.255,14.434,-8.179,ocho
0.122,0.084,6.024,10.321,-4.297,ocho
0.113,0.080,1.523,9.972,-8.449,ocho
0.122,0.086,11.992,13.710,-1.718,ocho
0.093,0.062,-7.371,1.350,-8.720,ocho
0.095,0.066,1.758,7.282,-5.523,ocho
0.095,0.066,3.910,12.729,-8.820,ocho
0.139,0.098,1.129,13.928,-12.799,ocho
0.110,0.075,3.900,10.760,-6.860,ocho
0.171,0.119,-4.439,0.532,-4.972,ocho
0.091,0.063,5.836,11.826,-5.990,ocho
0.146,0.101,11.460,15.880,-4.421,ocho
0.066,0.045,-0.414,6.820,-7.233,ocho
0.165,0.112,-7.483,-2.372,-5.111,ocho
0.077,0.051,0.275,7.799,-7.524,ocho
0.099,0.070,4.871,9.031,-4.160,ocho
0.101,0.067,1.396,6.825,-5.429,ocho
0.154,0.105,-8.734,2.668,-11.402,ocho
0.131,0.092,-4.523,8.732,-13.255,ocho
0.159,0.111,-2.347,6.306,-8.654,ocho
0.232,0.149,10.257,7.112,3.145,ocho
0.077,0.051,-0.604,7.992,-8.596,ocho
0.185,0.128,3.635,12.795,-9.160,ocho
0.186,0.124,17.095,8.308,8.787,ocho
0.120,0.087,-1.617,4.907,-6.524,ocho
0.183,0.122,16.474,9.020,7.454,ocho
0.112,0.081,-4.305,6.846,-11.152,ocho
0.165,0.108,-2.684,0.622,-3.306,ocho
0.196,0.129,7.140,7.605,-0.465,ocho
0.157,0.108,1.270,6.769,-5.499,ocho
0.129,0.090,5.710,15.554,-9.844,ocho
0.144,0.106,-0.602,12.146,-12.747,ocho
0.142,0.098,4.415,12.590,-8.175,ocho
0.097,0.066,-5.148,5.284,-10.431,ocho
0.190,0.126,9.167,10.606,-1.439,ocho
0.218,0.149,7.265,8.589,-1.324,ocho
0.173,0.113,10.150,16.357,-6.206,ocho
0.100,0.070,-5.436,4.673,-10.109,ocho
0.173,0.118,8.943,12.112,-3.169,ocho
0.173,0.120,-6.919,3.471,-10.390,ocho
0.186,0.133,2.539,15.936,-13.397,ocho
0.068,0.044,1.240,5.260,-4.020,ocho
0.157,0.106,6.437,12.074,-5.637,ocho
0.161,0.110,4.626,14.665,-10.039,ocho
0.193,0.130,-8.625,2.103,-10.728,ocho
0.204,0.136,8.082,10.917,-2.835,ocho
0.109,0.075,-6.358,4.110,-10.468,ocho
0.145,0.101,12.042,10.070,1.972,ocho
0.266,0.172,11.524,5.472,6.052,ocho
0.117,0.079,-5.032,-2.247,-2.784,ocho
0.106,0.072,-0.846,10.476,-11.322,ocho
0.123,0.089,-8.174,6.056,-14.231,ocho
0.125,0.080,-3.108,6.675,-9.783,ocho
0.144,0.103,-1.091,11.424,-12.515,ocho
0.218,0.145,0.543,-3.655,4.197,ocho
0.136,0.099,-3.029,7.102,-10.130,ocho
